13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	14	-1	-1	-1	-1	24	5	13	13	13	13	13	13	13	14	-1	-1	-1	-1	48	49	18	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	20	-1	-1	-1	-1	-1	-1	-1	-1	-1	18	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	20	49	49	49	18	19
13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	14	-1	-1	-1	-1	-1	24	5	13	13	13	13	13	13	14	-1	-1	-1	-1	48	49	18	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	20	37	38	-1	-1	-1	-1	-1	-1	-1	30	11	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	20	49	49	49	18	19
13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	14	-1	-1	-1	-1	-1	-1	24	5	13	13	13	13	13	14	-1	-1	-1	-1	48	49	18	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	20	49	49	37	38	-1	-1	-1	-1	-1	-1	18	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	20	49	49	49	18	19
13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	14	-1	-1	-1	-1	-1	-1	-1	12	13	13	13	13	13	14	-1	-1	-1	-1	48	49	18	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	20	49	49	49	49	38	-1	-1	-1	-1	-1	18	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	20	49	49	49	18	19
13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	14	-1	-1	-1	-1	-1	-1	-1	12	13	13	13	13	13	14	-1	-1	-1	-1	48	49	18	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	20	49	49	49	49	50	-1	-1	-1	-1	-1	18	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	20	49	49	49	18	19
13	13	3	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	26	-1	-1	-1	-1	-1	-1	-1	12	13	13	13	13	13	14	-1	-1	-1	-1	48	49	18	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	20	49	49	49	49	50	-1	-1	-1	-1	-1	18	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	20	49	49	49	18	19
13	13	14	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	24	25	5	13	13	13	14	-1	-1	-1	-1	48	49	18	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	20	49	49	49	49	50	-1	-1	-1	-1	6	35	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	9	32	49	49	49	18	19
13	13	14	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12	13	13	13	14	-1	-1	-1	-1	48	49	30	31	31	31	31	11	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	20	49	49	49	49	50	-1	-1	-1	-1	18	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	20	49	49	49	49	18	19
13	13	14	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12	13	13	13	14	-1	-1	36	49	49	49	49	49	49	49	49	18	19	19	19	19	19	9	31	31	31	31	31	31	31	31	31	31	31	31	31	32	49	49	49	49	50	-1	-1	-1	-1	18	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	20	49	49	49	61	18	19
13	13	14	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12	13	13	13	14	-1	-1	48	49	49	49	61	61	61	61	61	18	19	19	19	19	19	20	-1	-1	48	49	49	49	49	49	49	49	49	49	49	39	61	61	61	61	62	-1	-1	-1	-1	30	11	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	9	32	49	49	50	-1	18	19
13	13	14	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	24	25	25	25	26	-1	-1	60	61	61	62	-1	-1	-1	-1	-1	30	31	31	31	31	31	32	-1	-1	48	49	49	49	49	49	49	49	49	49	49	50	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	30	31	31	19	19	19	19	19	19	19	19	19	19	19	19	19	20	49	49	49	62	-1	18	19
13	13	14	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	60	61	61	61	61	41	49	49	49	49	49	50	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	30	31	31	31	31	31	31	31	31	31	31	31	31	32	49	49	50	-1	-1	18	19
13	13	14	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	60	61	61	61	61	61	62	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	48	49	49	49	61	62	-1	-1	18	19
13	13	14	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	60	61	61	62	-1	-1	-1	-1	18	19
13	13	14	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	18	19
13	13	14	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	18	19
13	13	27	1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	18	19
13	13	13	13	14	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	7	7	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	18	19
13	13	13	13	14	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	1	1	1	1	1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	54	56	-1	-1	-1	-1	-1	-1	6	35	19	19	20	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	18	19
